code,county,year_month,rainfall_mm,date
KEN.13320,Nairobi,1950-11,121.1,1950-11-01
KEN.13321,Wajir,1950-11,96.59,1950-11-01
KEN.13322,Vihiga,1950-11,340.28,1950-11-01
KEN.13323,Narok,1950-11,69.34,1950-11-01
KEN.13324,Embu,1950-11,209.73,1950-11-01
KEN.13325,Kilifi,1950-11,75.77,1950-11-01
KEN.13326,Murang'a,1950-11,225.55,1950-11-01
KEN.13327,Kiambu,1950-11,135.91,1950-11-01
KEN.13328,Kirinyaga,1950-11,250.88,1950-11-01
KEN.13329,Homa Bay,1950-11,346.04,1950-11-01
KEN.1333,Nandi,1950-11,233.15,1950-11-01
KEN.13330,Isiolo,1950-11,150.52,1950-11-01
KEN.13331,West Pokot,1950-11,61.2,1950-11-01
KEN.13332,Makueni,1950-11,140.45,1950-11-01
KEN.13333,Kajiado,1950-11,64.78,1950-11-01
KEN.13334,Machakos,1950-11,190.89,1950-11-01
KEN.13335,Elgeyo-Marakwet,1950-11,98.13,1950-11-01
KEN.13336,Nyeri,1950-11,189.55,1950-11-01
KEN.13337,Kwale,1950-11,77.55,1950-11-01
KEN.13338,Nyandarua,1950-11,282.97,1950-11-01
KEN.13339,Kisumu,1950-11,301.05,1950-11-01
KEN.1334,Siaya,1950-11,337.07,1950-11-01
KEN.13340,Kitui,1950-11,141.64,1950-11-01
KEN.13341,Laikipia,1950-11,145.22,1950-11-01
KEN.13342,Marsabit,1950-11,79.2,1950-11-01
KEN.13343,Lamu,1950-11,103.09,1950-11-01
KEN.13344,Turkana,1950-11,41.08,1950-11-01
KEN.13345,Tharaka-Nithi,1950-11,229.0,1950-11-01
KEN.13346,Taita Taveta,1950-11,73.92,1950-11-01
KEN.13347,Samburu,1950-11,115.02,1950-11-01
KEN.1335,Migori,1950-11,225.83,1950-11-01
KEN.1336,Nakuru,1950-11,183.3,1950-11-01
KEN.1337,Garissa,1950-11,79.19,1950-11-01
KEN.1338,Mandera,1950-11,87.47,1950-11-01
KEN.1339,Baringo,1950-11,99.12,1950-11-01
KEN.1331,Uasin Gishu,1950-12,68.75,1950-12-01
KEN.13310,Kisii,1950-12,241.92,1950-12-01
KEN.13311,Bomet,1950-12,151.67,1950-12-01
KEN.13312,Nyamira,1950-12,188.87,1950-12-01
KEN.13313,Busia,1950-12,133.68,1950-12-01
KEN.13314,Bungoma,1950-12,90.88,1950-12-01
KEN.13315,Tana River,1950-12,61.37,1950-12-01
KEN.13316,Kakamega,1950-12,79.4,1950-12-01
KEN.13317,Meru,1950-12,105.27,1950-12-01
KEN.13318,Mombasa,1950-12,59.69,1950-12-01
KEN.13319,Trans Nzoia,1950-12,74.64,1950-12-01
KEN.1332,Kericho,1950-12,128.13,1950-12-01
KEN.13320,Nairobi,1950-12,49.98,1950-12-01
KEN.13321,Wajir,1950-12,21.97,1950-12-01
KEN.13322,Vihiga,1950-12,198.41,1950-12-01
KEN.13323,Narok,1950-12,85.2,1950-12-01
KEN.13324,Embu,1950-12,82.16,1950-12-01
KEN.13325,Kilifi,1950-12,73.11,1950-12-01
KEN.13326,Murang'a,1950-12,74.3,1950-12-01
KEN.13327,Kiambu,1950-12,50.8,1950-12-01
KEN.13328,Kirinyaga,1950-12,110.0,1950-12-01
KEN.13329,Homa Bay,1950-12,241.96,1950-12-01
KEN.1333,Nandi,1950-12,110.9,1950-12-01
KEN.13330,Isiolo,1950-12,47.64,1950-12-01
KEN.13331,West Pokot,1950-12,27.54,1950-12-01
KEN.13332,Makueni,1950-12,145.83,1950-12-01
KEN.13333,Kajiado,1950-12,78.16,1950-12-01
KEN.13334,Machakos,1950-12,124.62,1950-12-01
KEN.13335,Elgeyo-Marakwet,1950-12,69.11,1950-12-01
KEN.13336,Nyeri,1950-12,113.7,1950-12-01
KEN.13337,Kwale,1950-12,85.25,1950-12-01
KEN.13338,Nyandarua,1950-12,93.87,1950-12-01
KEN.13339,Kisumu,1950-12,165.34,1950-12-01
KEN.1334,Siaya,1950-12,212.83,1950-12-01
KEN.13340,Kitui,1950-12,130.07,1950-12-01
KEN.13341,Laikipia,1950-12,50.45,1950-12-01
KEN.13342,Marsabit,1950-12,22.63,1950-12-01
KEN.13343,Lamu,1950-12,68.0,1950-12-01
KEN.13344,Turkana,1950-12,24.33,1950-12-01
KEN.13345,Tharaka-Nithi,1950-12,89.5,1950-12-01
KEN.13346,Taita Taveta,1950-12,89.26,1950-12-01
KEN.13347,Samburu,1950-12,37.97,1950-12-01
KEN.1335,Migori,1950-12,219.86,1950-12-01
KEN.1336,Nakuru,1950-12,87.33,1950-12-01
KEN.1337,Garissa,1950-12,42.95,1950-12-01
KEN.1338,Mandera,1950-12,11.97,1950-12-01
KEN.1339,Baringo,1950-12,25.43,1950-12-01
KEN.1331,Uasin Gishu,1951-01,57.9,1951-01-01
KEN.13310,Kisii,1951-01,231.37,1951-01-01
KEN.13311,Bomet,1951-01,143.37,1951-01-01
KEN.13312,Nyamira,1951-01,175.45,1951-01-01
KEN.13313,Busia,1951-01,148.23,1951-01-01
KEN.13314,Bungoma,1951-01,104.33,1951-01-01
KEN.13315,Tana River,1951-01,38.0,1951-01-01
KEN.13316,Kakamega,1951-01,89.22,1951-01-01
KEN.13317,Meru,1951-01,84.87,1951-01-01
KEN.13318,Mombasa,1951-01,34.96,1951-01-01
KEN.13319,Trans Nzoia,1951-01,71.14,1951-01-01
KEN.1332,Kericho,1951-01,82.6,1951-01-01
KEN.13320,Nairobi,1951-01,34.7,1951-01-01
KEN.13321,Wajir,1951-01,4.59,1951-01-01
KEN.13322,Vihiga,1951-01,154.07,1951-01-01
KEN.13323,Narok,1951-01,128.29,1951-01-01
KEN.13324,Embu,1951-01,73.73,1951-01-01
KEN.13325,Kilifi,1951-01,39.5,1951-01-01
KEN.13326,Murang'a,1951-01,49.84,1951-01-01
KEN.13327,Kiambu,1951-01,38.49,1951-01-01
KEN.13328,Kirinyaga,1951-01,117.24,1951-01-01
KEN.13329,Homa Bay,1951-01,174.09,1951-01-01
KEN.1333,Nandi,1951-01,109.53,1951-01-01
KEN.13330,Isiolo,1951-01,24.45,1951-01-01
KEN.13331,West Pokot,1951-01,24.87,1951-01-01
KEN.13332,Makueni,1951-01,82.27,1951-01-01
KEN.13333,Kajiado,1951-01,65.18,1951-01-01
KEN.13334,Machakos,1951-01,89.55,1951-01-01
KEN.13335,Elgeyo-Marakwet,1951-01,33.41,1951-01-01
KEN.13336,Nyeri,1951-01,97.6,1951-01-01
KEN.13337,Kwale,1951-01,43.19,1951-01-01
KEN.13338,Nyandarua,1951-01,50.88,1951-01-01
KEN.13339,Kisumu,1951-01,115.27,1951-01-01
KEN.1334,Siaya,1951-01,188.02,1951-01-01
KEN.13340,Kitui,1951-01,87.67,1951-01-01
KEN.13341,Laikipia,1951-01,29.34,1951-01-01
KEN.13342,Marsabit,1951-01,12.35,1951-01-01
KEN.13343,Lamu,1951-01,23.32,1951-01-01
KEN.13344,Turkana,1951-01,11.71,1951-01-01
KEN.13345,Tharaka-Nithi,1951-01,71.03,1951-01-01
KEN.13346,Taita Taveta,1951-01,60.31,1951-01-01
KEN.13347,Samburu,1951-01,27.9,1951-01-01
KEN.1335,Migori,1951-01,177.15,1951-01-01
KEN.1336,Nakuru,1951-01,46.34,1951-01-01
KEN.1337,Garissa,1951-01,18.01,1951-01-01
KEN.1338,Mandera,1951-01,1.62,1951-01-01
KEN.1339,Baringo,1951-01,29.29,1951-01-01
KEN.1331,Uasin Gishu,1951-02,52.49,1951-02-01
KEN.13310,Kisii,1951-02,239.36,1951-02-01
KEN.13311,Bomet,1951-02,200.7,1951-02-01
KEN.13312,Nyamira,1951-02,212.98,1951-02-01
KEN.13313,Busia,1951-02,195.07,1951-02-01
KEN.13314,Bungoma,1951-02,147.48,1951-02-01
KEN.13315,Tana River,1951-02,30.02,1951-02-01
KEN.13316,Kakamega,1951-02,111.96,1951-02-01
KEN.13317,Meru,1951-02,66.01,1951-02-01
KEN.13318,Mombasa,1951-02,22.68,1951-02-01
KEN.13319,Trans Nzoia,1951-02,83.38,1951-02-01
KEN.1332,Kericho,1951-02,121.69,1951-02-01
KEN.13320,Nairobi,1951-02,45.69,1951-02-01
KEN.13321,Wajir,1951-02,20.62,1951-02-01
KEN.13322,Vihiga,1951-02,202.55,1951-02-01
KEN.13323,Narok,1951-02,127.28,1951-02-01
KEN.13324,Embu,1951-02,55.64,1951-02-01
KEN.13325,Kilifi,1951-02,31.38,1951-02-01
KEN.13326,Murang'a,1951-02,61.11,1951-02-01
KEN.13327,Kiambu,1951-02,43.73,1951-02-01
KEN.13328,Kirinyaga,1951-02,121.6,1951-02-01
KEN.13329,Homa Bay,1951-02,184.0,1951-02-01
KEN.1333,Nandi,1951-02,125.11,1951-02-01
KEN.13330,Isiolo,1951-02,30.95,1951-02-01
KEN.13331,West Pokot,1951-02,24.79,1951-02-01
KEN.13332,Makueni,1951-02,54.5,1951-02-01
KEN.13333,Kajiado,1951-02,42.39,1951-02-01
KEN.13334,Machakos,1951-02,65.24,1951-02-01
KEN.13335,Elgeyo-Marakwet,1951-02,37.92,1951-02-01
KEN.13336,Nyeri,1951-02,107.6,1951-02-01
KEN.13337,Kwale,1951-02,39.38,1951-02-01
KEN.13338,Nyandarua,1951-02,44.16,1951-02-01
KEN.13339,Kisumu,1951-02,149.26,1951-02-01
KEN.1334,Siaya,1951-02,222.15,1951-02-01
KEN.13340,Kitui,1951-02,50.26,1951-02-01
KEN.13341,Laikipia,1951-02,29.85,1951-02-01
KEN.13342,Marsabit,1951-02,21.67,1951-02-01
KEN.13343,Lamu,1951-02,44.71,1951-02-01
KEN.13344,Turkana,1951-02,18.85,1951-02-01
KEN.13345,Tharaka-Nithi,1951-02,61.82,1951-02-01
KEN.13346,Taita Taveta,1951-02,47.65,1951-02-01
KEN.13347,Samburu,1951-02,30.44,1951-02-01
KEN.1335,Migori,1951-02,180.71,1951-02-01
KEN.1336,Nakuru,1951-02,44.94,1951-02-01
KEN.1337,Garissa,1951-02,28.12,1951-02-01
KEN.1338,Mandera,1951-02,16.04,1951-02-01
KEN.1339,Baringo,1951-02,19.56,1951-02-01
KEN.1331,Uasin Gishu,1951-03,213.85,1951-03-01
KEN.13310,Kisii,1951-03,296.02,1951-03-01
KEN.13311,Bomet,1951-03,291.17,1951-03-01
KEN.13312,Nyamira,1951-03,304.04,1951-03-01
KEN.13313,Busia,1951-03,291.72,1951-03-01
KEN.13314,Bungoma,1951-03,265.31,1951-03-01
KEN.13315,Tana River,1951-03,80.36,1951-03-01
KEN.13316,Kakamega,1951-03,231.86,1951-03-01
KEN.13317,Meru,1951-03,146.46,1951-03-01
KEN.13318,Mombasa,1951-03,139.2,1951-03-01
KEN.13319,Trans Nzoia,1951-03,268.05,1951-03-01
KEN.1332,Kericho,1951-03,379.78,1951-03-01
KEN.13320,Nairobi,1951-03,117.67,1951-03-01
KEN.13321,Wajir,1951-03,119.39,1951-03-01
KEN.13322,Vihiga,1951-03,352.35,1951-03-01
KEN.13323,Narok,1951-03,132.35,1951-03-01
KEN.13324,Embu,1951-03,186.72,1951-03-01
KEN.13325,Kilifi,1951-03,124.62,1951-03-01
KEN.13326,Murang'a,1951-03,192.34,1951-03-01
KEN.13327,Kiambu,1951-03,129.39,1951-03-01
KEN.13328,Kirinyaga,1951-03,253.43,1951-03-01
KEN.13329,Homa Bay,1951-03,368.06,1951-03-01
KEN.1333,Nandi,1951-03,309.06,1951-03-01
KEN.13330,Isiolo,1951-03,94.3,1951-03-01
KEN.13331,West Pokot,1951-03,217.02,1951-03-01
KEN.13332,Makueni,1951-03,130.09,1951-03-01
KEN.13333,Kajiado,1951-03,84.63,1951-03-01
KEN.13334,Machakos,1951-03,149.41,1951-03-01
KEN.13335,Elgeyo-Marakwet,1951-03,230.13,1951-03-01
KEN.13336,Nyeri,1951-03,179.68,1951-03-01
KEN.13337,Kwale,1951-03,127.98,1951-03-01
KEN.13338,Nyandarua,1951-03,256.87,1951-03-01
KEN.13339,Kisumu,1951-03,355.8,1951-03-01
KEN.1334,Siaya,1951-03,370.41,1951-03-01
KEN.13340,Kitui,1951-03,116.08,1951-03-01
KEN.13341,Laikipia,1951-03,138.95,1951-03-01
KEN.13342,Marsabit,1951-03,102.25,1951-03-01
KEN.13343,Lamu,1951-03,133.34,1951-03-01
KEN.13344,Turkana,1951-03,89.87,1951-03-01
KEN.13345,Tharaka-Nithi,1951-03,162.48,1951-03-01
KEN.13346,Taita Taveta,1951-03,107.23,1951-03-01
KEN.13347,Samburu,1951-03,110.7,1951-03-01
KEN.1335,Migori,1951-03,262.56,1951-03-01
KEN.1336,Nakuru,1951-03,211.3,1951-03-01
KEN.1337,Garissa,1951-03,89.07,1951-03-01
KEN.1338,Mandera,1951-03,190.02,1951-03-01
KEN.1339,Baringo,1951-03,141.65,1951-03-01
KEN.1331,Uasin Gishu,1951-04,563.5,1951-04-01
KEN.13310,Kisii,1951-04,372.61,1951-04-01
KEN.13311,Bomet,1951-04,449.46,1951-04-01
KEN.13312,Nyamira,1951-04,449.38,1951-04-01
KEN.13313,Busia,1951-04,296.9,1951-04-01
KEN.13314,Bungoma,1951-04,423.43,1951-04-01
KEN.13315,Tana River,1951-04,168.96,1951-04-01
KEN.13316,Kakamega,1951-04,305.83,1951-04-01
KEN.13317,Meru,1951-04,543.63,1951-04-01
KEN.13318,Mombasa,1951-04,336.71,1951-04-01
KEN.13319,Trans Nzoia,1951-04,566.62,1951-04-01
KEN.1332,Kericho,1951-04,490.52,1951-04-01
KEN.13320,Nairobi,1951-04,403.17,1951-04-01
KEN.13321,Wajir,1951-04,195.87,1951-04-01
KEN.13322,Vihiga,1951-04,311.36,1951-04-01
KEN.13323,Narok,1951-04,364.66,1951-04-01
KEN.13324,Embu,1951-04,493.62,1951-04-01
KEN.13325,Kilifi,1951-04,226.84,1951-04-01
KEN.13326,Murang'a,1951-04,462.61,1951-04-01
KEN.13327,Kiambu,1951-04,427.08,1951-04-01
KEN.13328,Kirinyaga,1951-04,441.37,1951-04-01
KEN.13329,Homa Bay,1951-04,267.29,1951-04-01
KEN.1333,Nandi,1951-04,414.86,1951-04-01
KEN.13330,Isiolo,1951-04,232.79,1951-04-01
KEN.13331,West Pokot,1951-04,659.01,1951-04-01
KEN.13332,Makueni,1951-04,331.2,1951-04-01
KEN.13333,Kajiado,1951-04,363.91,1951-04-01
KEN.13334,Machakos,1951-04,416.46,1951-04-01
KEN.13335,Elgeyo-Marakwet,1951-04,1149.97,1951-04-01
KEN.13336,Nyeri,1951-04,400.04,1951-04-01
KEN.13337,Kwale,1951-04,216.92,1951-04-01
KEN.13338,Nyandarua,1951-04,516.01,1951-04-01
KEN.13339,Kisumu,1951-04,319.95,1951-04-01
KEN.1334,Siaya,1951-04,289.8,1951-04-01
KEN.13340,Kitui,1951-04,292.09,1951-04-01
KEN.13341,Laikipia,1951-04,387.99,1951-04-01
KEN.13342,Marsabit,1951-04,237.54,1951-04-01
KEN.13343,Lamu,1951-04,265.47,1951-04-01
KEN.13344,Turkana,1951-04,233.48,1951-04-01
KEN.13345,Tharaka-Nithi,1951-04,538.12,1951-04-01
KEN.13346,Taita Taveta,1951-04,207.97,1951-04-01
KEN.13347,Samburu,1951-04,362.35,1951-04-01
KEN.1335,Migori,1951-04,240.08,1951-04-01
KEN.1336,Nakuru,1951-04,484.55,1951-04-01
KEN.1337,Garissa,1951-04,162.75,1951-04-01
KEN.1338,Mandera,1951-04,200.83,1951-04-01
KEN.1339,Baringo,1951-04,428.53,1951-04-01
KEN.1331,Uasin Gishu,1951-05,309.33,1951-05-01
KEN.13310,Kisii,1951-05,169.47,1951-05-01
KEN.13311,Bomet,1951-05,145.89,1951-05-01
KEN.13312,Nyamira,1951-05,201.76,1951-05-01
KEN.13313,Busia,1951-05,371.78,1951-05-01
KEN.13314,Bungoma,1951-05,368.91,1951-05-01
KEN.13315,Tana River,1951-05,85.12,1951-05-01
KEN.13316,Kakamega,1951-05,329.26,1951-05-01
KEN.13317,Meru,1951-05,107.79,1951-05-01
KEN.13318,Mombasa,1951-05,282.57,1951-05-01
KEN.13319,Trans Nzoia,1951-05,288.88,1951-05-01
KEN.1332,Kericho,1951-05,331.83,1951-05-01
KEN.13320,Nairobi,1951-05,128.22,1951-05-01
KEN.13321,Wajir,1951-05,87.65,1951-05-01
KEN.13322,Vihiga,1951-05,368.03,1951-05-01
KEN.13323,Narok,1951-05,98.2,1951-05-01
KEN.13324,Embu,1951-05,169.64,1951-05-01
KEN.13325,Kilifi,1951-05,175.0,1951-05-01
KEN.13326,Murang'a,1951-05,233.95,1951-05-01
KEN.13327,Kiambu,1951-05,182.59,1951-05-01
KEN.13328,Kirinyaga,1951-05,260.61,1951-05-01
KEN.13329,Homa Bay,1951-05,261.26,1951-05-01
KEN.1333,Nandi,1951-05,376.74,1951-05-01
KEN.13330,Isiolo,1951-05,27.1,1951-05-01
KEN.13331,West Pokot,1951-05,310.8,1951-05-01
KEN.13332,Makueni,1951-05,80.42,1951-05-01
KEN.13333,Kajiado,1951-05,98.46,1951-05-01
KEN.13334,Machakos,1951-05,103.22,1951-05-01
KEN.13335,Elgeyo-Marakwet,1951-05,384.32,1951-05-01
KEN.13336,Nyeri,1951-05,196.16,1951-05-01
KEN.13337,Kwale,1951-05,182.57,1951-05-01
KEN.13338,Nyandarua,1951-05,233.49,1951-05-01
KEN.13339,Kisumu,1951-05,360.02,1951-05-01
KEN.1334,Siaya,1951-05,360.36,1951-05-01
KEN.13340,Kitui,1951-05,63.44,1951-05-01
KEN.13341,Laikipia,1951-05,162.26,1951-05-01
KEN.13342,Marsabit,1951-05,39.8,1951-05-01
KEN.13343,Lamu,1951-05,221.29,1951-05-01
KEN.13344,Turkana,1951-05,64.5,1951-05-01
KEN.13345,Tharaka-Nithi,1951-05,117.3,1951-05-01
KEN.13346,Taita Taveta,1951-05,84.95,1951-05-01
KEN.13347,Samburu,1951-05,53.66,1951-05-01
KEN.1335,Migori,1951-05,133.11,1951-05-01
KEN.1336,Nakuru,1951-05,178.03,1951-05-01
KEN.1337,Garissa,1951-05,105.41,1951-05-01
KEN.1338,Mandera,1951-05,112.98,1951-05-01
KEN.1339,Baringo,1951-05,200.34,1951-05-01
KEN.1331,Uasin Gishu,1951-06,298.4,1951-06-01
KEN.13310,Kisii,1951-06,90.72,1951-06-01
KEN.13311,Bomet,1951-06,132.03,1951-06-01
KEN.13312,Nyamira,1951-06,122.07,1951-06-01
KEN.13313,Busia,1951-06,147.35,1951-06-01
KEN.13314,Bungoma,1951-06,277.69,1951-06-01
KEN.13315,Tana River,1951-06,5.51,1951-06-01
KEN.13316,Kakamega,1951-06,139.51,1951-06-01
KEN.13317,Meru,1951-06,43.4,1951-06-01
KEN.13318,Mombasa,1951-06,45.45,1951-06-01
KEN.13319,Trans Nzoia,1951-06,280.6,1951-06-01
KEN.1332,Kericho,1951-06,192.29,1951-06-01
KEN.13320,Nairobi,1951-06,88.02,1951-06-01
KEN.13321,Wajir,1951-06,4.92,1951-06-01
KEN.13322,Vihiga,1951-06,122.38,1951-06-01
KEN.13323,Narok,1951-06,75.65,1951-06-01
KEN.13324,Embu,1951-06,37.09,1951-06-01
KEN.13325,Kilifi,1951-06,17.83,1951-06-01
KEN.13326,Murang'a,1951-06,87.32,1951-06-01
KEN.13327,Kiambu,1951-06,91.01,1951-06-01
KEN.13328,Kirinyaga,1951-06,72.07,1951-06-01
KEN.13329,Homa Bay,1951-06,82.14,1951-06-01
KEN.1333,Nandi,1951-06,204.5,1951-06-01
KEN.13330,Isiolo,1951-06,2.7,1951-06-01
KEN.13331,West Pokot,1951-06,268.74,1951-06-01
KEN.13332,Makueni,1951-06,6.3,1951-06-01
KEN.13333,Kajiado,1951-06,26.21,1951-06-01
KEN.13334,Machakos,1951-06,26.82,1951-06-01
KEN.13335,Elgeyo-Marakwet,1951-06,580.67,1951-06-01
KEN.13336,Nyeri,1951-06,96.77,1951-06-01
KEN.13337,Kwale,1951-06,20.22,1951-06-01
KEN.13338,Nyandarua,1951-06,148.12,1951-06-01
KEN.13339,Kisumu,1951-06,101.96,1951-06-01
KEN.1334,Siaya,1951-06,121.6,1951-06-01
KEN.13340,Kitui,1951-06,1.39,1951-06-01
KEN.13341,Laikipia,1951-06,84.07,1951-06-01
KEN.13342,Marsabit,1951-06,8.96,1951-06-01
KEN.13343,Lamu,1951-06,49.74,1951-06-01
KEN.13344,Turkana,1951-06,57.64,1951-06-01
KEN.13345,Tharaka-Nithi,1951-06,39.85,1951-06-01
KEN.13346,Taita Taveta,1951-06,3.63,1951-06-01
KEN.13347,Samburu,1951-06,36.0,1951-06-01
KEN.1335,Migori,1951-06,47.33,1951-06-01
KEN.1336,Nakuru,1951-06,138.8,1951-06-01
KEN.1337,Garissa,1951-06,9.77,1951-06-01
KEN.1338,Mandera,1951-06,7.5,1951-06-01
KEN.1339,Baringo,1951-06,132.2,1951-06-01
KEN.1331,Uasin Gishu,1951-07,175.57,1951-07-01
KEN.13310,Kisii,1951-07,30.49,1951-07-01
KEN.13311,Bomet,1951-07,22.7,1951-07-01
KEN.13312,Nyamira,1951-07,39.37,1951-07-01
KEN.13313,Busia,1951-07,34.55,1951-07-01
KEN.13314,Bungoma,1951-07,116.49,1951-07-01
KEN.13315,Tana River,1951-07,8.96,1951-07-01
KEN.13316,Kakamega,1951-07,56.06,1951-07-01
KEN.13317,Meru,1951-07,56.75,1951-07-01
KEN.13318,Mombasa,1951-07,84.34,1951-07-01
KEN.13319,Trans Nzoia,1951-07,230.13,1951-07-01
KEN.1332,Kericho,1951-07,61.99,1951-07-01
KEN.13320,Nairobi,1951-07,6.43,1951-07-01
KEN.13321,Wajir,1951-07,5.8,1951-07-01
KEN.13322,Vihiga,1951-07,47.32,1951-07-01
KEN.13323,Narok,1951-07,9.1,1951-07-01
KEN.13324,Embu,1951-07,23.37,1951-07-01
KEN.13325,Kilifi,1951-07,38.9,1951-07-01
KEN.13326,Murang'a,1951-07,29.93,1951-07-01
KEN.13327,Kiambu,1951-07,13.89,1951-07-01
KEN.13328,Kirinyaga,1951-07,46.22,1951-07-01
KEN.13329,Homa Bay,1951-07,35.5,1951-07-01
KEN.1333,Nandi,1951-07,83.97,1951-07-01
KEN.13330,Isiolo,1951-07,4.62,1951-07-01
KEN.13331,West Pokot,1951-07,439.6,1951-07-01
KEN.13332,Makueni,1951-07,2.07,1951-07-01
KEN.13333,Kajiado,1951-07,4.82,1951-07-01
KEN.13334,Machakos,1951-07,5.11,1951-07-01
KEN.13335,Elgeyo-Marakwet,1951-07,609.32,1951-07-01
KEN.13336,Nyeri,1951-07,68.25,1951-07-01
KEN.13337,Kwale,1951-07,30.99,1951-07-01
KEN.13338,Nyandarua,1951-07,105.93,1951-07-01
KEN.13339,Kisumu,1951-07,41.8,1951-07-01
KEN.1334,Siaya,1951-07,32.1,1951-07-01
KEN.13340,Kitui,1951-07,1.26,1951-07-01
KEN.13341,Laikipia,1951-07,114.23,1951-07-01
KEN.13342,Marsabit,1951-07,25.86,1951-07-01
KEN.13343,Lamu,1951-07,70.79,1951-07-01
KEN.13344,Turkana,1951-07,116.82,1951-07-01
KEN.13345,Tharaka-Nithi,1951-07,33.23,1951-07-01
KEN.13346,Taita Taveta,1951-07,3.17,1951-07-01
KEN.13347,Samburu,1951-07,60.4,1951-07-01
KEN.1335,Migori,1951-07,20.99,1951-07-01
KEN.1336,Nakuru,1951-07,51.64,1951-07-01
KEN.1337,Garissa,1951-07,13.9,1951-07-01
KEN.1338,Mandera,1951-07,9.66,1951-07-01
KEN.1339,Baringo,1951-07,188.15,1951-07-01
KEN.1331,Uasin Gishu,1951-08,234.52,1951-08-01
KEN.13310,Kisii,1951-08,43.25,1951-08-01
KEN.13311,Bomet,1951-08,32.11,1951-08-01
KEN.13312,Nyamira,1951-08,65.66,1951-08-01
KEN.13313,Busia,1951-08,81.27,1951-08-01
KEN.13314,Bungoma,1951-08,146.09,1951-08-01
KEN.13315,Tana River,1951-08,9.9,1951-08-01
KEN.13316,Kakamega,1951-08,90.5,1951-08-01
KEN.13317,Meru,1951-08,59.25,1951-08-01
KEN.13318,Mombasa,1951-08,72.81,1951-08-01
KEN.13319,Trans Nzoia,1951-08,275.18,1951-08-01
KEN.1332,Kericho,1951-08,93.87,1951-08-01
KEN.13320,Nairobi,1951-08,7.92,1951-08-01
KEN.13321,Wajir,1951-08,10.65,1951-08-01
KEN.13322,Vihiga,1951-08,93.83,1951-08-01
KEN.13323,Narok,1951-08,11.9,1951-08-01
KEN.13324,Embu,1951-08,35.18,1951-08-01
KEN.13325,Kilifi,1951-08,34.51,1951-08-01
KEN.13326,Murang'a,1951-08,33.64,1951-08-01
KEN.13327,Kiambu,1951-08,16.45,1951-08-01
KEN.13328,Kirinyaga,1951-08,60.69,1951-08-01
KEN.13329,Homa Bay,1951-08,49.16,1951-08-01
KEN.1333,Nandi,1951-08,123.41,1951-08-01
KEN.13330,Isiolo,1951-08,2.5,1951-08-01
KEN.13331,West Pokot,1951-08,542.92,1951-08-01
KEN.13332,Makueni,1951-08,3.61,1951-08-01
KEN.13333,Kajiado,1951-08,8.21,1951-08-01
KEN.13334,Machakos,1951-08,5.47,1951-08-01
KEN.13335,Elgeyo-Marakwet,1951-08,735.4,1951-08-01
KEN.13336,Nyeri,1951-08,80.52,1951-08-01
KEN.13337,Kwale,1951-08,41.96,1951-08-01
KEN.13338,Nyandarua,1951-08,111.69,1951-08-01
KEN.13339,Kisumu,1951-08,71.42,1951-08-01
KEN.1334,Siaya,1951-08,67.68,1951-08-01
KEN.13340,Kitui,1951-08,2.66,1951-08-01
KEN.13341,Laikipia,1951-08,113.62,1951-08-01
KEN.13342,Marsabit,1951-08,3.79,1951-08-01
KEN.13343,Lamu,1951-08,56.94,1951-08-01
KEN.13344,Turkana,1951-08,48.2,1951-08-01
KEN.13345,Tharaka-Nithi,1951-08,46.6,1951-08-01
KEN.13346,Taita Taveta,1951-08,7.92,1951-08-01
KEN.13347,Samburu,1951-08,31.81,1951-08-01
KEN.1335,Migori,1951-08,25.73,1951-08-01
KEN.1336,Nakuru,1951-08,75.4,1951-08-01
KEN.1337,Garissa,1951-08,15.73,1951-08-01
KEN.1338,Mandera,1951-08,19.22,1951-08-01
KEN.1339,Baringo,1951-08,259.46,1951-08-01
KEN.1331,Uasin Gishu,1951-09,212.11,1951-09-01
KEN.13310,Kisii,1951-09,72.62,1951-09-01
KEN.13311,Bomet,1951-09,72.69,1951-09-01
KEN.13312,Nyamira,1951-09,81.51,1951-09-01
KEN.13313,Busia,1951-09,130.28,1951-09-01
KEN.13314,Bungoma,1951-09,194.8,1951-09-01
KEN.13315,Tana River,1951-09,11.32,1951-09-01
KEN.13316,Kakamega,1951-09,118.87,1951-09-01
KEN.13317,Meru,1951-09,42.21,1951-09-01
KEN.13318,Mombasa,1951-09,48.64,1951-09-01
KEN.13319,Trans Nzoia,1951-09,238.69,1951-09-01
KEN.1332,Kericho,1951-09,126.11,1951-09-01
KEN.13320,Nairobi,1951-09,7.37,1951-09-01
KEN.13321,Wajir,1951-09,7.65,1951-09-01
KEN.13322,Vihiga,1951-09,151.51,1951-09-01
KEN.13323,Narok,1951-09,32.56,1951-09-01
KEN.13324,Embu,1951-09,24.96,1951-09-01
KEN.13325,Kilifi,1951-09,28.8,1951-09-01
KEN.13326,Murang'a,1951-09,25.95,1951-09-01
KEN.13327,Kiambu,1951-09,13.1,1951-09-01
KEN.13328,Kirinyaga,1951-09,45.71,1951-09-01
KEN.13329,Homa Bay,1951-09,106.64,1951-09-01
KEN.1333,Nandi,1951-09,180.38,1951-09-01
KEN.13330,Isiolo,1951-09,1.21,1951-09-01
KEN.13331,West Pokot,1951-09,166.01,1951-09-01
